season,week,celebrity_name,celebrity_industry,results,total_judge_score,num_judges,judge_rank,judge_percent,eliminated_week_num,is_eliminated,inferred_fan_val,rule_type,harmonized_fan_percent,fan_rank,rank_score,res_rank_method,pct_score,res_pct_method
2,1,Tatum O'Neal,Actor/Actress,Eliminated Week 2,23.0,3,2.0,0.1179487179487179,2,False,8.0,Rank_Standard,0.0907166361728131,8.0,10.0,5.0,0.208665354121531,5.0
2,1,Tia Carrere,Actor/Actress,Eliminated Week 5,20.0,3,6.0,0.1025641025641025,5,False,3.0,Rank_Standard,0.1061309215070487,3.0,9.0,4.0,0.2086950240711512,4.0
2,2,Drew Lachey,Singer/Rapper,1st Place,27.0,3,2.0,0.135,9,False,9.0,Rank_Standard,0.0975632549521481,9.0,11.0,8.0,0.2325632549521481,3.0
2,2,George Hamilton,Actor/Actress,Eliminated Week 6,22.0,3,5.0,0.11,6,False,3.0,Rank_Standard,0.1163123101977825,3.0,8.0,2.0,0.2263123101977825,4.0
2,2,Giselle Fernandez,News Anchor,Eliminated Week 3,24.0,3,3.0,0.12,3,False,7.0,Rank_Standard,0.1015662449206645,7.0,10.0,5.0,0.2215662449206645,5.0
2,2,Jerry Rice,Athlete,2nd Place,23.0,3,4.0,0.115,9,False,1.0,Rank_Standard,0.1386644337581863,1.0,5.0,1.0,0.2536644337581863,1.0
2,2,Lisa Rinna,Actor/Actress,Eliminated Week 7,20.0,3,7.0,0.1,7,False,4.0,Rank_Standard,0.1110799009767045,4.0,11.0,7.0,0.2110799009767045,7.0
2,2,Master P,Singer/Rapper,Eliminated Week 4,16.0,3,9.0,0.08,4,False,2.0,Rank_Standard,0.1241081446596078,2.0,11.0,6.0,0.2041081446596078,8.0
2,2,Stacy Keibler,Athlete,3rd Place,29.0,3,1.0,0.145,9,False,8.0,Rank_Standard,0.0994192962503471,8.0,9.0,3.0,0.24441929625034708,2.0
2,2,Tatum O'Neal,Actor/Actress,Eliminated Week 2,17.0,3,8.0,0.085,2,True,6.0,Rank_Standard,0.1041024336845666,6.0,14.0,9.0,0.1891024336845666,9.0
2,2,Tia Carrere,Actor/Actress,Eliminated Week 5,22.0,3,5.0,0.11,5,False,5.0,Rank_Standard,0.1071839805999923,5.0,10.0,4.0,0.2171839805999923,6.0
2,3,Drew Lachey,Singer/Rapper,1st Place,27.0,3,1.0,0.1483516483516483,9,False,8.0,Rank_Standard,0.1101676065341016,8.0,9.0,6.0,0.2585192548857499,4.0
2,3,George Hamilton,Actor/Actress,Eliminated Week 6,22.0,3,5.0,0.1208791208791208,6,False,4.0,Rank_Standard,0.1230888498127528,4.0,9.0,5.0,0.2439679706918736,5.0
2,3,Giselle Fernandez,News Anchor,Eliminated Week 3,22.0,3,5.0,0.1208791208791208,3,True,6.0,Rank_Standard,0.1153570422036024,6.0,11.0,8.0,0.23623616308272322,7.0
2,3,Jerry Rice,Athlete,2nd Place,19.0,3,7.0,0.1043956043956044,9,False,2.0,Rank_Standard,0.1375255887358919,2.0,9.0,4.0,0.2419211931314963,6.0
2,3,Lisa Rinna,Actor/Actress,Eliminated Week 7,25.0,3,4.0,0.1373626373626373,7,False,1.0,Rank_Standard,0.1536555714504218,1.0,5.0,1.0,0.29101820881305906,1.0
2,3,Master P,Singer/Rapper,Eliminated Week 4,14.0,3,8.0,0.0769230769230769,4,False,3.0,Rank_Standard,0.1288869395401392,3.0,11.0,7.0,0.2058100164632161,8.0
2,3,Stacy Keibler,Athlete,3rd Place,27.0,3,1.0,0.1483516483516483,9,False,7.0,Rank_Standard,0.1125466637722945,7.0,8.0,3.0,0.26089831212394277,3.0
2,3,Tia Carrere,Actor/Actress,Eliminated Week 5,26.0,3,3.0,0.1428571428571428,5,False,5.0,Rank_Standard,0.1187717379507955,5.0,8.0,2.0,0.2616288808079383,2.0
2,4,Drew Lachey,Singer/Rapper,1st Place,28.0,3,1.0,0.1772151898734177,9,False,3.0,Rank_Standard,0.1448440633163785,3.0,4.0,1.0,0.3220592531897962,2.0
2,4,George Hamilton,Actor/Actress,Eliminated Week 6,21.0,3,6.0,0.1329113924050632,6,False,6.0,Rank_Standard,0.1296390680432374,6.0,12.0,6.0,0.2625504604483006,6.0
2,4,Jerry Rice,Athlete,2nd Place,24.0,3,5.0,0.1518987341772152,9,False,2.0,Rank_Standard,0.1545522389898951,2.0,7.0,4.0,0.3064509731671103,3.0
2,4,Lisa Rinna,Actor/Actress,Eliminated Week 7,26.0,3,2.0,0.1645569620253164,7,False,4.0,Rank_Standard,0.1383281286640078,4.0,6.0,3.0,0.3028850906893242,4.0
2,4,Master P,Singer/Rapper,Eliminated Week 4,8.0,3,7.0,0.050632911392405,4,True,7.0,Rank_Standard,0.126480744687126,7.0,14.0,7.0,0.177113656079531,7.0
2,4,Stacy Keibler,Athlete,3rd Place,26.0,3,2.0,0.1645569620253164,9,False,5.0,Rank_Standard,0.1334765275156813,5.0,7.0,5.0,0.2980334895409977,5.0
2,4,Tia Carrere,Actor/Actress,Eliminated Week 5,25.0,3,4.0,0.1582278481012658,5,False,1.0,Rank_Standard,0.1726792287836737,1.0,5.0,2.0,0.3309070768849395,1.0
2,5,Drew Lachey,Singer/Rapper,1st Place,27.0,3,2.0,0.1788079470198675,9,False,4.0,Rank_Standard,0.1583572746939184,4.0,6.0,4.0,0.3371652217137859,4.0
2,5,George Hamilton,Actor/Actress,Eliminated Week 6,24.0,3,4.0,0.1589403973509933,6,False,5.0,Rank_Standard,0.1528031886004312,5.0,9.0,5.0,0.3117435859514245,5.0
2,5,Jerry Rice,Athlete,2nd Place,23.0,3,5.0,0.152317880794702,9,False,1.0,Rank_Standard,0.1976822236412225,1.0,6.0,3.0,0.3500001044359245,2.0
2,5,Lisa Rinna,Actor/Actress,Eliminated Week 7,25.0,3,3.0,0.1655629139072847,7,False,2.0,Rank_Standard,0.1769305462356845,2.0,5.0,2.0,0.3424934601429692,3.0
2,5,Stacy Keibler,Athlete,3rd Place,30.0,3,1.0,0.1986754966887417,9,False,3.0,Rank_Standard,0.165816680554453,3.0,4.0,1.0,0.3644921772431947,1.0
2,5,Tia Carrere,Actor/Actress,Eliminated Week 5,22.0,3,6.0,0.1456953642384106,5,True,6.0,Rank_Standard,0.1484100862742902,6.0,12.0,6.0,0.29410545051270076,6.0
2,6,Drew Lachey,Singer/Rapper,1st Place,30.0,3,1.0,0.225563909774436,9,False,4.0,Rank_Standard,0.1859548500299923,4.0,5.0,3.0,0.4115187598044283,3.0
2,6,George Hamilton,Actor/Actress,Eliminated Week 6,23.0,3,4.0,0.1729323308270676,6,True,5.0,Rank_Standard,0.1794328304475996,5.0,9.0,5.0,0.3523651612746672,5.0
2,6,Jerry Rice,Athlete,2nd Place,23.0,3,4.0,0.1729323308270676,9,False,3.0,Rank_Standard,0.1947142373128919,3.0,7.0,4.0,0.3676465681399595,4.0
2,6,Lisa Rinna,Actor/Actress,Eliminated Week 7,27.0,3,3.0,0.2030075187969924,7,False,1.0,Rank_Standard,0.2321331200088572,1.0,4.0,2.0,0.4351406388058496,1.0
2,6,Stacy Keibler,Athlete,3rd Place,30.0,3,1.0,0.225563909774436,9,False,2.0,Rank_Standard,0.2077649622006589,2.0,3.0,1.0,0.4333288719750949,2.0
2,7,Drew Lachey,Singer/Rapper,1st Place,27.5,3,1.0,0.2696078431372549,9,False,4.0,Rank_Standard,0.2266174628110288,4.0,5.0,4.0,0.4962253059482837,3.0
2,7,Jerry Rice,Athlete,2nd Place,20.5,3,4.0,0.2009803921568627,9,False,1.0,Rank_Standard,0.2828935017415822,1.0,5.0,2.0,0.4838738938984449,4.0
2,7,Lisa Rinna,Actor/Actress,Eliminated Week 7,26.5,3,3.0,0.2598039215686274,7,True,2.0,Rank_Standard,0.2531967764613221,2.0,5.0,3.0,0.5130006980299495,1.0
2,7,Stacy Keibler,Athlete,3rd Place,27.5,3,1.0,0.2696078431372549,9,False,3.0,Rank_Standard,0.2372922589860667,3.0,4.0,1.0,0.5069001021233216,2.0
2,8,Drew Lachey,Singer/Rapper,1st Place,28.9998,3,1.0,0.3438729131809768,9,False,3.0,Rank_Standard,0.3068239164651398,3.0,4.0,2.0,0.6506968296461166,2.0
2,8,Jerry Rice,Athlete,2nd Place,26.666600000000003,3,3.0,0.3162063678588072,9,False,2.0,Rank_Standard,0.3273887944013081,2.0,5.0,3.0,0.6435951622601153,3.0
2,8,Stacy Keibler,Athlete,3rd Place,28.6665,3,2.0,0.339920718960216,9,False,1.0,Rank_Standard,0.3657872891335521,1.0,3.0,1.0,0.7057080080937681,1.0
3,1,Emmitt Smith,Athlete,1st Place,24.0,3,2.0,0.1132075471698113,11,False,0.1202830188679245,Percentage,0.1202830188679245,2.0,4.0,2.0,0.2334905660377358,2.0
3,1,Harry Hamlin,Actor/Actress,Eliminated Week 3,17.0,3,8.0,0.080188679245283,3,False,0.0872641509433962,Percentage,0.0872641509433962,8.0,16.0,8.0,0.16745283018867918,8.0
3,1,Jerry Springer,TV Personality,Eliminated Week 7,16.0,3,9.0,0.0754716981132075,7,False,0.0825471698113207,Percentage,0.0825471698113207,9.0,18.0,9.0,0.15801886792452818,9.0
3,1,Joey Lawrence,Actor/Actress,3rd Place,21.0,3,5.0,0.0990566037735849,11,False,0.1061320754716981,Percentage,0.1061320754716981,5.0,10.0,5.0,0.205188679245283,5.0
3,1,Mario Lopez,Actor/Actress,2nd Place,26.0,3,1.0,0.1226415094339622,11,False,0.1297169811320754,Percentage,0.1297169811320754,1.0,2.0,1.0,0.2523584905660376,1.0
3,1,Monique Coleman,Actor/Actress,Eliminated Week 8,19.0,3,6.0,0.0896226415094339,8,False,0.0966981132075471,Percentage,0.0966981132075471,6.0,12.0,6.0,0.186320754716981,6.0
3,1,Shanna Moakler,Model,Eliminated Week 2,18.0,3,7.0,0.0849056603773584,2,False,0.0919811320754716,Percentage,0.0919811320754716,7.0,14.0,7.0,0.17688679245283,7.0
3,1,Tucker Carlson,TV Personality,Eliminated Week 1,12.0,3,11.0,0.0566037735849056,1,True,0.0636792452830188,Percentage,0.0636792452830188,10.0,21.0,10.0,0.12028301886792439,10.0
3,1,Vivica A. Fox,Actor/Actress,Eliminated Week 4,22.0,3,3.0,0.1037735849056603,4,False,0.1108490566037735,Percentage,0.1108490566037735,3.0,6.0,3.5,0.2146226415094338,3.5
3,1,Willa Ford,Singer/Rapper,Eliminated Week 5,22.0,3,3.0,0.1037735849056603,5,False,0.1108490566037735,Percentage,0.1108490566037735,3.0,6.0,3.5,0.2146226415094338,3.5
3,2,Emmitt Smith,Athlete,1st Place,24.0,3,3.0,0.1043478260869565,11,False,0.1144927536248053,Percentage,0.1144927536248053,3.0,6.0,3.5,0.2188405797117618,3.5
3,2,Harry Hamlin,Actor/Actress,Eliminated Week 3,21.0,3,7.0,0.0913043478260869,3,False,0.1014492753639357,Percentage,0.1014492753639357,7.0,14.0,6.0,0.1927536231900226,6.0
3,2,Jerry Springer,TV Personality,Eliminated Week 7,19.0,3,10.0,0.0826086956521739,7,False,0.1057971014472542,Percentage,0.1057971014472542,6.0,16.0,9.0,0.1884057970994281,8.0
3,2,Joey Lawrence,Actor/Actress,3rd Place,29.0,3,1.0,0.1260869565217391,11,False,0.1362318840595879,Percentage,0.1362318840595879,1.0,2.0,1.0,0.262318840581327,1.0
3,2,Mario Lopez,Actor/Actress,2nd Place,21.0,3,7.0,0.0913043478260869,11,False,0.1014492753639356,Percentage,0.1014492753639356,8.0,15.0,7.0,0.19275362319002248,7.0
3,2,Monique Coleman,Actor/Actress,Eliminated Week 8,26.0,3,2.0,0.1130434782608695,8,False,0.1231884057987183,Percentage,0.1231884057987183,2.0,4.0,2.0,0.23623188405958778,2.0
3,2,Shanna Moakler,Model,Eliminated Week 2,22.0,3,6.0,0.0956521739130434,2,True,0.0927536231863846,Percentage,0.0927536231863846,9.0,15.0,8.0,0.188405797099428,9.0
3,2,Vivica A. Fox,Actor/Actress,Eliminated Week 4,24.0,3,3.0,0.1043478260869565,4,False,0.1144927536248053,Percentage,0.1144927536248053,3.0,6.0,3.5,0.2188405797117618,3.5
3,2,Willa Ford,Singer/Rapper,Eliminated Week 5,23.0,3,5.0,0.1,5,False,0.1101449275305728,Percentage,0.1101449275305728,5.0,10.0,5.0,0.2101449275305728,5.0
3,3,Emmitt Smith,Athlete,1st Place,19.0,3,9.0,0.0917874396135265,11,False,0.1213768115942029,Percentage,0.1213768115942029,3.0,12.0,6.0,0.21316425120772942,7.0
3,3,Harry Hamlin,Actor/Actress,Eliminated Week 3,22.0,3,4.0,0.1062801932367149,3,True,0.1068840579710144,Percentage,0.1068840579710144,8.0,12.0,7.0,0.2131642512077293,8.0
3,3,Jerry Springer,TV Personality,Eliminated Week 7,21.0,3,8.0,0.1014492753623188,7,False,0.1165458937198067,Percentage,0.1165458937198067,7.0,15.0,8.0,0.21799516908212552,6.0
3,3,Joey Lawrence,Actor/Actress,3rd Place,22.0,3,4.0,0.1062801932367149,11,False,0.1213768115942028,Percentage,0.1213768115942028,5.0,9.0,4.5,0.22765700483091772,4.5
3,3,Mario Lopez,Actor/Actress,2nd Place,22.0,3,4.0,0.1062801932367149,11,False,0.1213768115942028,Percentage,0.1213768115942028,5.0,9.0,4.5,0.22765700483091772,4.5
3,3,Monique Coleman,Actor/Actress,Eliminated Week 8,27.0,3,1.0,0.1304347826086956,8,False,0.1455314009661835,Percentage,0.1455314009661835,1.0,2.0,1.5,0.2759661835748791,1.5
3,3,Vivica A. Fox,Actor/Actress,Eliminated Week 4,27.0,3,1.0,0.1304347826086956,4,False,0.1455314009661835,Percentage,0.1455314009661835,1.0,2.0,1.5,0.2759661835748791,1.5
3,3,Willa Ford,Singer/Rapper,Eliminated Week 5,22.0,3,4.0,0.1062801932367149,5,False,0.1213768115942029,Percentage,0.1213768115942029,3.0,7.0,3.0,0.2276570048309178,3.0
3,4,Emmitt Smith,Athlete,1st Place,24.0,3,4.0,0.1212121212121212,11,False,0.1356421356421357,Percentage,0.1356421356421357,4.0,8.0,4.0,0.2568542568542569,4.0
3,4,Jerry Springer,TV Personality,Eliminated Week 7,22.0,3,7.0,0.1111111111111111,7,False,0.1356421356421356,Percentage,0.1356421356421356,5.0,12.0,7.0,0.2467532467532467,6.0
3,4,Joey Lawrence,Actor/Actress,3rd Place,27.0,3,3.0,0.1363636363636363,11,False,0.1507936507936507,Percentage,0.1507936507936507,3.0,6.0,3.0,0.287157287157287,3.0
3,4,Mario Lopez,Actor/Actress,2nd Place,29.0,3,1.0,0.1464646464646464,11,False,0.1608946608946608,Percentage,0.1608946608946608,1.0,2.0,1.0,0.3073593073593072,1.0
3,4,Monique Coleman,Actor/Actress,Eliminated Week 8,24.0,3,4.0,0.1212121212121212,8,False,0.1356421356421356,Percentage,0.1356421356421356,5.0,9.0,5.0,0.2568542568542568,5.0
3,4,Vivica A. Fox,Actor/Actress,Eliminated Week 4,24.0,3,4.0,0.1212121212121212,4,True,0.1255411255411255,Percentage,0.1255411255411255,7.0,11.0,6.0,0.24675324675324672,7.0
3,4,Willa Ford,Singer/Rapper,Eliminated Week 5,28.0,3,2.0,0.1414141414141414,5,False,0.1558441558441558,Percentage,0.1558441558441558,2.0,4.0,2.0,0.2972582972582972,2.0
3,5,Emmitt Smith,Athlete,1st Place,27.0,3,1.0,0.149171270718232,11,False,0.1712707182490214,Percentage,0.1712707182490214,1.0,2.0,1.0,0.3204419889672534,1.0
3,5,Jerry Springer,TV Personality,Eliminated Week 7,24.0,3,6.0,0.1325966850828729,7,False,0.1694290976083184,Percentage,0.1694290976083184,4.0,10.0,5.0,0.3020257826911913,4.0
3,5,Joey Lawrence,Actor/Actress,3rd Place,25.0,3,5.0,0.1381215469613259,11,False,0.1639042357298654,Percentage,0.1639042357298654,5.0,10.0,6.0,0.3020257826911913,5.0
3,5,Mario Lopez,Actor/Actress,2nd Place,27.0,3,1.0,0.149171270718232,11,False,0.1712707182199176,Percentage,0.1712707182199176,2.0,3.0,2.5,0.32044198893814957,2.5
3,5,Monique Coleman,Actor/Actress,Eliminated Week 8,27.0,3,1.0,0.149171270718232,8,False,0.1712707182199176,Percentage,0.1712707182199176,2.0,3.0,2.5,0.32044198893814957,2.5
3,5,Willa Ford,Singer/Rapper,Eliminated Week 5,27.0,3,1.0,0.149171270718232,5,True,0.1528545119729593,Percentage,0.1528545119729593,6.0,7.0,4.0,0.3020257826911913,6.0
3,6,Emmitt Smith,Athlete,1st Place,25.0,3,2.0,0.211864406779661,11,False,0.211864406779661,Percentage,0.211864406779661,2.0,4.0,2.0,0.423728813559322,2.0
3,6,Jerry Springer,TV Personality,Eliminated Week 7,18.0,3,5.0,0.1525423728813559,7,False,0.1525423728813559,Percentage,0.1525423728813559,5.0,10.0,5.0,0.3050847457627118,5.0
3,6,Joey Lawrence,Actor/Actress,3rd Place,24.0,3,3.0,0.2033898305084746,11,False,0.2033898305084746,Percentage,0.2033898305084746,3.0,6.0,3.0,0.4067796610169492,3.0
3,6,Mario Lopez,Actor/Actress,2nd Place,28.0,3,1.0,0.2372881355932203,11,False,0.2372881355932203,Percentage,0.2372881355932203,1.0,2.0,1.0,0.4745762711864406,1.0
3,6,Monique Coleman,Actor/Actress,Eliminated Week 8,23.0,3,4.0,0.1949152542372881,8,False,0.1949152542372881,Percentage,0.1949152542372881,4.0,8.0,4.0,0.3898305084745762,4.0
3,7,Emmitt Smith,Athlete,1st Place,28.5,3,1.0,0.2111111111111111,11,False,0.2111111111111111,Percentage,0.2111111111111111,1.0,2.0,1.5,0.4222222222222222,1.5
3,7,Jerry Springer,TV Personality,Eliminated Week 7,23.0,3,5.0,0.1703703703703703,7,True,0.1703703703703703,Percentage,0.1703703703703703,5.0,10.0,5.0,0.3407407407407406,5.0
3,7,Joey Lawrence,Actor/Actress,3rd Place,28.5,3,1.0,0.2111111111111111,11,False,0.2111111111111111,Percentage,0.2111111111111111,1.0,2.0,1.5,0.4222222222222222,1.5
3,7,Mario Lopez,Actor/Actress,2nd Place,28.0,3,3.0,0.2074074074074074,11,False,0.2074074074074074,Percentage,0.2074074074074074,3.0,6.0,3.0,0.4148148148148148,3.0
3,7,Monique Coleman,Actor/Actress,Eliminated Week 8,27.0,3,4.0,0.2,8,False,0.2,Percentage,0.2,4.0,8.0,4.0,0.4,4.0
3,8,Emmitt Smith,Athlete,1st Place,27.0,3,2.0,0.2477064220183486,11,False,0.2477064220183486,Percentage,0.2477064220183486,2.0,4.0,2.5,0.4954128440366972,2.5
3,8,Joey Lawrence,Actor/Actress,3rd Place,27.0,3,2.0,0.2477064220183486,11,False,0.2477064220183486,Percentage,0.2477064220183486,2.0,4.0,2.5,0.4954128440366972,2.5
3,8,Mario Lopez,Actor/Actress,2nd Place,28.5,3,1.0,0.2614678899082568,11,False,0.2614678899082568,Percentage,0.2614678899082568,1.0,2.0,1.0,0.5229357798165136,1.0
3,8,Monique Coleman,Actor/Actress,Eliminated Week 8,26.5,3,4.0,0.2431192660550458,8,True,0.2431192660550458,Percentage,0.2431192660550458,4.0,8.0,4.0,0.4862385321100916,4.0
3,9,Emmitt Smith,Athlete,1st Place,29.5,3,1.0,0.3333333333333333,11,False,0.3333333333333333,Percentage,0.3333333333333333,1.0,2.0,2.0,0.6666666666666666,2.0
3,9,Joey Lawrence,Actor/Actress,3rd Place,29.5,3,1.0,0.3333333333333333,11,False,0.3333333333333333,Percentage,0.3333333333333333,1.0,2.0,2.0,0.6666666666666666,2.0
3,9,Mario Lopez,Actor/Actress,2nd Place,29.5,3,1.0,0.3333333333333333,11,False,0.3333333333333333,Percentage,0.3333333333333333,1.0,2.0,2.0,0.6666666666666666,2.0
3,10,Emmitt Smith,Athlete,1st Place,29.666600000000003,3,1.0,0.5,11,False,0.5,Percentage,0.5,1.0,2.0,1.5,1.0,1.5
3,10,Mario Lopez,Actor/Actress,2nd Place,29.666600000000003,3,1.0,0.5,11,False,0.5,Percentage,0.5,1.0,2.0,1.5,1.0,1.5
4,1,Apolo Anton Ohno,Athlete,1st Place,21.0,3,3.0,0.1019417475728155,11,False,0.1019417475728155,Percentage,0.1019417475728155,3.0,6.0,3.5,0.203883495145631,3.5
4,1,Billy Ray Cyrus,Singer/Rapper,Eliminated Week 8,13.0,3,11.0,0.0631067961165048,8,False,0.0631067961165048,Percentage,0.0631067961165048,11.0,22.0,11.0,0.1262135922330096,11.0
4,1,Clyde Drexler,Athlete,Eliminated Week 5,16.0,3,9.0,0.0776699029126213,5,False,0.0776699029126213,Percentage,0.0776699029126213,9.0,18.0,9.0,0.1553398058252426,9.0
4,1,Heather Mills,Model,Eliminated Week 6,18.0,3,7.0,0.087378640776699,6,False,0.087378640776699,Percentage,0.087378640776699,7.0,14.0,7.0,0.174757281553398,7.0
4,1,Ian Ziering,Actor/Actress,Eliminated Week 9,21.0,3,3.0,0.1019417475728155,9,False,0.1019417475728155,Percentage,0.1019417475728155,3.0,6.0,3.5,0.203883495145631,3.5
