season,week,celebrity_name,celebrity_industry,results,total_judge_score,num_judges,judge_rank,judge_percent,eliminated_week_num,is_eliminated,estimated_fan_metric,normalized_fan_support,scoring_system,fan_judge_deviation
2,1,Giselle Fernandez,News Anchor,Eliminated Week 3,23.0,3,2.0,0.1179487179487179,3,False,7.0,0.0955628253892954,rank,-0.0223858925594225
2,1,Jerry Rice,Athlete,2nd Place,21.0,3,5.0,0.1076923076923077,9,False,5.0,0.10283395999440179,rank,-0.004858347697905913
2,1,Kenny Mayne,Sports Broadcaster,Eliminated Week 1,13.0,3,9.0,0.0666666666666666,1,True,10.0,0.07588217655619528,rank,0.009215509889528684
2,1,Lisa Rinna,Actor/Actress,Eliminated Week 7,19.0,3,7.0,0.0974358974358974,7,False,3.0,0.1103874970661473,rank,0.012951599630249902
2,1,Master P,Singer/Rapper,Eliminated Week 4,12.0,3,10.0,0.0615384615384615,4,False,1.0,0.11851144630412523,rank,0.05697298476566373
2,1,Stacy Keibler,Athlete,3rd Place,22.0,3,4.0,0.1128205128205128,9,False,6.0,0.09854894082976359,rank,-0.014271571990749202
2,1,Tatum O'Neal,Actor/Actress,Eliminated Week 2,23.0,3,2.0,0.1179487179487179,2,False,8.0,0.09165043542629332,rank,-0.026298282522424582
2,1,Tia Carrere,Actor/Actress,Eliminated Week 5,20.0,3,6.0,0.1025641025641025,5,False,4.0,0.10629447101490681,rank,0.0037303684508043083
2,2,Drew Lachey,Singer/Rapper,1st Place,27.0,3,2.0,0.135,9,False,7.0,0.10174201152733062,rank,-0.03325798847266939
2,2,George Hamilton,Actor/Actress,Eliminated Week 6,22.0,3,5.0,0.11,6,False,3.0,0.1214883096962952,rank,0.011488309696295204
2,2,Giselle Fernandez,News Anchor,Eliminated Week 3,24.0,3,3.0,0.12,3,False,6.0,0.10522203641166072,rank,-0.014777963588339271
2,2,Jerry Rice,Athlete,2nd Place,23.0,3,4.0,0.115,9,False,5.0,0.11184273360626175,rank,-0.003157266393738256
2,2,Lisa Rinna,Actor/Actress,Eliminated Week 7,20.0,3,7.0,0.1,7,False,2.0,0.1260986813435637,rank,0.02609868134356369
2,2,Master P,Singer/Rapper,Eliminated Week 4,16.0,3,9.0,0.08,4,False,1.0,0.13264671028366118,rank,0.05264671028366118
2,2,Stacy Keibler,Athlete,3rd Place,29.0,3,1.0,0.145,9,False,8.0,0.09730586013188586,rank,-0.04769413986811413
2,2,Tatum O'Neal,Actor/Actress,Eliminated Week 2,17.0,3,8.0,0.085,2,True,9.0,0.08740561038050101,rank,0.002405610380501008
2,2,Tia Carrere,Actor/Actress,Eliminated Week 5,22.0,3,5.0,0.11,5,False,4.0,0.11624804661883999,rank,0.006248046618839986
2,3,Drew Lachey,Singer/Rapper,1st Place,27.0,3,1.0,0.1483516483516483,9,False,6.0,0.11789008543285386,rank,-0.03046156291879444
2,3,George Hamilton,Actor/Actress,Eliminated Week 6,22.0,3,5.0,0.1208791208791208,6,False,3.0,0.13216143789025198,rank,0.01128231701113118
2,3,Giselle Fernandez,News Anchor,Eliminated Week 3,22.0,3,5.0,0.1208791208791208,3,True,8.0,0.10587157679685093,rank,-0.01500754408226987
2,3,Jerry Rice,Athlete,2nd Place,19.0,3,7.0,0.1043956043956044,9,False,2.0,0.13710852031075754,rank,0.03271291591515314
2,3,Lisa Rinna,Actor/Actress,Eliminated Week 7,25.0,3,4.0,0.1373626373626373,7,False,4.0,0.12822009951044083,rank,-0.009142537852196458
2,3,Master P,Singer/Rapper,Eliminated Week 4,14.0,3,8.0,0.0769230769230769,4,False,1.0,0.1427731589823464,rank,0.06585008205926951
2,3,Stacy Keibler,Athlete,3rd Place,27.0,3,1.0,0.1483516483516483,9,False,7.0,0.11336966269347422,rank,-0.03498198565817408
2,3,Tia Carrere,Actor/Actress,Eliminated Week 5,26.0,3,3.0,0.1428571428571428,5,False,5.0,0.12260545838302421,rank,-0.020251684474118584
2,4,Drew Lachey,Singer/Rapper,1st Place,28.0,3,1.0,0.1772151898734177,9,False,6.0,0.13150897614532708,rank,-0.04570621372809061
2,4,George Hamilton,Actor/Actress,Eliminated Week 6,21.0,3,6.0,0.1329113924050632,6,False,1.0,0.1641826076088402,rank,0.031271215203777014
2,4,Jerry Rice,Athlete,2nd Place,24.0,3,5.0,0.1518987341772152,9,False,2.0,0.15629965590265896,rank,0.004400921725443763
2,4,Lisa Rinna,Actor/Actress,Eliminated Week 7,26.0,3,2.0,0.1645569620253164,7,False,4.0,0.14477282926602314,rank,-0.01978413275929325
2,4,Master P,Singer/Rapper,Eliminated Week 4,8.0,3,7.0,0.050632911392405,4,True,7.0,0.1156690819537776,rank,0.0650361705613726
2,4,Stacy Keibler,Athlete,3rd Place,26.0,3,2.0,0.1645569620253164,9,False,5.0,0.13760747149507505,rank,-0.026949490530241343
2,4,Tia Carrere,Actor/Actress,Eliminated Week 5,25.0,3,4.0,0.1582278481012658,5,False,3.0,0.14995937762829792,rank,-0.008268470472967887
2,5,Drew Lachey,Singer/Rapper,1st Place,27.0,3,2.0,0.1788079470198675,9,False,4.0,0.16577182168928895,rank,-0.013036125330578546
2,5,George Hamilton,Actor/Actress,Eliminated Week 6,24.0,3,4.0,0.1589403973509933,6,False,2.0,0.1766235348363074,rank,0.01768313748531411
2,5,Jerry Rice,Athlete,2nd Place,23.0,3,5.0,0.152317880794702,9,False,1.0,0.18258243114456693,rank,0.030264550349864944
2,5,Lisa Rinna,Actor/Actress,Eliminated Week 7,25.0,3,3.0,0.1655629139072847,7,False,3.0,0.1707648679254182,rank,0.005201954018133503
2,5,Stacy Keibler,Athlete,3rd Place,30.0,3,1.0,0.1986754966887417,9,False,5.0,0.15875806325402803,rank,-0.039917433434713684
2,5,Tia Carrere,Actor/Actress,Eliminated Week 5,22.0,3,6.0,0.1456953642384106,5,True,6.0,0.14549928115039035,rank,-0.00019608308802024355
2,6,Drew Lachey,Singer/Rapper,1st Place,30.0,3,1.0,0.225563909774436,9,False,3.0,0.20344607584041038,rank,-0.02211783393402561
2,6,George Hamilton,Actor/Actress,Eliminated Week 6,23.0,3,4.0,0.1729323308270676,6,True,5.0,0.1769718820749413,rank,0.004039551247873696
2,6,Jerry Rice,Athlete,2nd Place,23.0,3,4.0,0.1729323308270676,9,False,1.0,0.21802716181004256,rank,0.045094830982974954
2,6,Lisa Rinna,Actor/Actress,Eliminated Week 7,27.0,3,3.0,0.2030075187969924,7,False,2.0,0.20920716158044508,rank,0.006199642783452697
2,6,Stacy Keibler,Athlete,3rd Place,30.0,3,1.0,0.225563909774436,9,False,4.0,0.1923477186941608,rank,-0.03321619108027518
2,7,Drew Lachey,Singer/Rapper,1st Place,27.5,3,1.0,0.2696078431372549,9,False,2.0,0.25610654124220344,rank,-0.013501301895051443
2,7,Jerry Rice,Athlete,2nd Place,20.5,3,4.0,0.2009803921568627,9,False,1.0,0.2649389313028644,rank,0.06395853914600169
2,7,Lisa Rinna,Actor/Actress,Eliminated Week 7,26.5,3,3.0,0.2598039215686274,7,True,4.0,0.23182027396100627,rank,-0.027983647607621148
2,7,Stacy Keibler,Athlete,3rd Place,27.5,3,1.0,0.2696078431372549,9,False,3.0,0.24713425349392576,rank,-0.022473589643329128
2,8,Drew Lachey,Singer/Rapper,1st Place,28.9998,3,1.0,0.3438729131809768,9,False,1.0,0.34454929796538686,rank,0.0006763847844100668
2,8,Jerry Rice,Athlete,2nd Place,26.666600000000003,3,3.0,0.3162063678588072,9,False,2.0,0.33532118232125674,rank,0.01911481446244956
2,8,Stacy Keibler,Athlete,3rd Place,28.6665,3,2.0,0.339920718960216,9,False,3.0,0.3201295197133563,rank,-0.01979119924685968
3,1,Emmitt Smith,Athlete,1st Place,24.0,3,2.0,0.1132075471698113,11,False,0.11320754716981137,0.11320754716981137,percent,6.938893903907228e-17
3,1,Harry Hamlin,Actor/Actress,Eliminated Week 3,17.0,3,8.0,0.080188679245283,3,False,0.08018867924528306,0.08018867924528306,percent,5.551115123125783e-17
3,1,Jerry Springer,TV Personality,Eliminated Week 7,16.0,3,9.0,0.0754716981132075,7,False,0.07547169811320756,0.07547169811320756,percent,5.551115123125783e-17
3,1,Joey Lawrence,Actor/Actress,3rd Place,21.0,3,5.0,0.0990566037735849,11,False,0.09905660377358497,0.09905660377358497,percent,6.938893903907228e-17
3,1,Mario Lopez,Actor/Actress,2nd Place,26.0,3,1.0,0.1226415094339622,11,False,0.12264150943396228,0.12264150943396228,percent,8.326672684688674e-17
3,1,Monique Coleman,Actor/Actress,Eliminated Week 8,19.0,3,6.0,0.0896226415094339,8,False,0.08962264150943396,0.08962264150943396,percent,5.551115123125783e-17
3,1,Sara Evans,Singer/Rapper,Withdrew,15.0,3,10.0,0.070754716981132,10,False,0.07075471698113205,0.07075471698113205,percent,4.163336342344337e-17
3,1,Shanna Moakler,Model,Eliminated Week 2,18.0,3,7.0,0.0849056603773584,2,False,0.08490566037735846,0.08490566037735846,percent,5.551115123125783e-17
3,1,Tucker Carlson,TV Personality,Eliminated Week 1,12.0,3,11.0,0.0566037735849056,1,True,0.056603773584905634,0.056603773584905634,percent,3.469446951953614e-17
3,1,Vivica A. Fox,Actor/Actress,Eliminated Week 4,22.0,3,3.0,0.1037735849056603,4,False,0.10377358490566037,0.10377358490566037,percent,6.938893903907228e-17
3,1,Willa Ford,Singer/Rapper,Eliminated Week 5,22.0,3,3.0,0.1037735849056603,5,False,0.10377358490566037,0.10377358490566037,percent,6.938893903907228e-17
3,2,Emmitt Smith,Athlete,1st Place,24.0,3,3.0,0.1043478260869565,11,False,0.1045426119613422,0.1045426119613422,percent,0.00019478587438569173
3,2,Harry Hamlin,Actor/Actress,Eliminated Week 3,21.0,3,7.0,0.0913043478260869,3,False,0.0914686877352203,0.0914686877352203,percent,0.00016433990913339303
3,2,Jerry Springer,TV Personality,Eliminated Week 7,19.0,3,10.0,0.0826086956521739,7,False,0.09488823932714353,0.09488823932714353,percent,0.01227954367496964
3,2,Joey Lawrence,Actor/Actress,3rd Place,29.0,3,1.0,0.1260869565217391,11,False,0.12631431537501167,0.12631431537501167,percent,0.00022735885327257455
3,2,Mario Lopez,Actor/Actress,2nd Place,21.0,3,7.0,0.0913043478260869,11,False,0.09146869207674253,0.09146869207674253,percent,0.00016434425065563196
3,2,Monique Coleman,Actor/Actress,Eliminated Week 8,26.0,3,2.0,0.1130434782608695,8,False,0.11326346815234936,0.11326346815234936,percent,0.00021998989147986592
3,2,Sara Evans,Singer/Rapper,Withdrew,21.0,3,7.0,0.0913043478260869,10,False,0.0914686917344493,0.0914686917344493,percent,0.00016434390836239654
3,2,Shanna Moakler,Model,Eliminated Week 2,22.0,3,6.0,0.0956521739130434,2,True,0.08184476106627402,0.08184476106627402,percent,-0.013807412846769382
3,2,Vivica A. Fox,Actor/Actress,Eliminated Week 4,24.0,3,3.0,0.1043478260869565,4,False,0.10454261191269136,0.10454261191269136,percent,0.00019478582573485836
3,2,Willa Ford,Singer/Rapper,Eliminated Week 5,23.0,3,5.0,0.1,5,False,0.10019792065877575,0.10019792065877575,percent,0.0001979206587757465
3,3,Emmitt Smith,Athlete,1st Place,19.0,3,9.0,0.0917874396135265,11,False,0.10544050490188207,0.10544050490188207,percent,0.013653065288355568
3,3,Harry Hamlin,Actor/Actress,Eliminated Week 3,22.0,3,4.0,0.1062801932367149,3,True,0.09094775127869367,0.09094775127869367,percent,-0.015332441958021234
3,3,Jerry Springer,TV Personality,Eliminated Week 7,21.0,3,8.0,0.1014492753623188,7,False,0.1016592629861687,0.1016592629861687,percent,0.0002099876238498971
3,3,Joey Lawrence,Actor/Actress,3rd Place,22.0,3,4.0,0.1062801932367149,11,False,0.10650290638540814,0.10650290638540814,percent,0.00022271314869323766
3,3,Mario Lopez,Actor/Actress,2nd Place,22.0,3,4.0,0.1062801932367149,11,False,0.10650288821003819,0.10650288821003819,percent,0.0002226949733232786
3,3,Monique Coleman,Actor/Actress,Eliminated Week 8,27.0,3,1.0,0.1304347826086956,8,False,0.13071080513671643,0.13071080513671643,percent,0.00027602252802083616
3,3,Sara Evans,Singer/Rapper,Withdrew,25.0,3,3.0,0.1207729468599033,10,False,0.12102217315767935,0.12102217315767935,percent,0.000249226297776059
3,3,Vivica A. Fox,Actor/Actress,Eliminated Week 4,27.0,3,1.0,0.1304347826086956,4,False,0.13071080513671632,0.13071080513671632,percent,0.00027602252802072513
3,3,Willa Ford,Singer/Rapper,Eliminated Week 5,22.0,3,4.0,0.1062801932367149,5,False,0.1065029028066971,0.1065029028066971,percent,0.00022270956998218794
3,4,Emmitt Smith,Athlete,1st Place,24.0,3,4.0,0.1212121212121212,11,False,0.12165872597500024,0.12165872597500024,percent,0.00044660476287904094
3,4,Jerry Springer,TV Personality,Eliminated Week 7,22.0,3,7.0,0.1111111111111111,7,False,0.11152006092726889,0.11152006092726889,percent,0.0004089498161577859
3,4,Joey Lawrence,Actor/Actress,3rd Place,27.0,3,3.0,0.1363636363636363,11,False,0.13687380259831958,0.13687380259831958,percent,0.0005101662346832792
3,4,Mario Lopez,Actor/Actress,2nd Place,29.0,3,1.0,0.1464646464646464,11,False,0.14699720436396302,0.14699720436396302,percent,0.0005325578993166102
3,4,Monique Coleman,Actor/Actress,Eliminated Week 8,24.0,3,4.0,0.1212121212121212,8,False,0.12165872557729238,0.12165872557729238,percent,0.0004466043651711743
3,4,Sara Evans,Singer/Rapper,Withdrew,20.0,3,8.0,0.101010101010101,10,False,0.11977960352578601,0.11977960352578601,percent,0.018769502515685016
3,4,Vivica A. Fox,Actor/Actress,Eliminated Week 4,24.0,3,4.0,0.1212121212121212,4,True,0.09957758332376579,0.09957758332376579,percent,-0.021634537888355412
3,4,Willa Ford,Singer/Rapper,Eliminated Week 5,28.0,3,2.0,0.1414141414141414,5,False,0.14193429370860414,0.14193429370860414,percent,0.0005201522944627279
3,5,Emmitt Smith,Athlete,1st Place,27.0,3,1.0,0.149171270718232,11,False,0.14955718394062148,0.14955718394062148,percent,0.00038591322238948345
3,5,Jerry Springer,TV Personality,Eliminated Week 7,24.0,3,6.0,0.1325966850828729,7,False,0.14312899999796494,0.14312899999796494,percent,0.010532314915092045
3,5,Joey Lawrence,Actor/Actress,3rd Place,25.0,3,5.0,0.1381215469613259,11,False,0.13851603381959987,0.13851603381959987,percent,0.0003944868582739791
3,5,Mario Lopez,Actor/Actress,2nd Place,27.0,3,1.0,0.149171270718232,11,False,0.14955718394062148,0.14955718394062148,percent,0.00038591322238948345
3,5,Monique Coleman,Actor/Actress,Eliminated Week 8,27.0,3,1.0,0.149171270718232,8,False,0.14955718394062148,0.14955718394062148,percent,0.00038591322238948345
3,5,Sara Evans,Singer/Rapper,Withdrew,24.0,3,6.0,0.1325966850828729,10,False,0.143128999997965,0.143128999997965,percent,0.0105323149150921
3,5,Willa Ford,Singer/Rapper,Eliminated Week 5,27.0,3,1.0,0.149171270718232,5,True,0.12655441436260587,0.12655441436260587,percent,-0.02261685635562613
3,6,Emmitt Smith,Athlete,1st Place,25.0,3,2.0,0.211864406779661,11,False,0.21186440677966106,0.21186440677966106,percent,5.551115123125783e-17
3,6,Jerry Springer,TV Personality,Eliminated Week 7,18.0,3,5.0,0.1525423728813559,7,False,0.15254237288135591,0.15254237288135591,percent,2.7755575615628914e-17
3,6,Joey Lawrence,Actor/Actress,3rd Place,24.0,3,3.0,0.2033898305084746,11,False,0.20338983050847464,0.20338983050847464,percent,5.551115123125783e-17
3,6,Mario Lopez,Actor/Actress,2nd Place,28.0,3,1.0,0.2372881355932203,11,False,0.23728813559322035,0.23728813559322035,percent,5.551115123125783e-17
3,6,Monique Coleman,Actor/Actress,Eliminated Week 8,23.0,3,4.0,0.1949152542372881,8,False,0.19491525423728814,0.19491525423728814,percent,5.551115123125783e-17
3,7,Emmitt Smith,Athlete,1st Place,28.5,3,1.0,0.2111111111111111,11,False,0.2111111111111111,0.2111111111111111,percent,0.0
3,7,Jerry Springer,TV Personality,Eliminated Week 7,23.0,3,5.0,0.1703703703703703,7,True,0.1703703703703703,0.1703703703703703,percent,0.0
3,7,Joey Lawrence,Actor/Actress,3rd Place,28.5,3,1.0,0.2111111111111111,11,False,0.2111111111111111,0.2111111111111111,percent,0.0
3,7,Mario Lopez,Actor/Actress,2nd Place,28.0,3,3.0,0.2074074074074074,11,False,0.2074074074074074,0.2074074074074074,percent,0.0
3,7,Monique Coleman,Actor/Actress,Eliminated Week 8,27.0,3,4.0,0.2,8,False,0.2,0.2,percent,0.0
3,8,Emmitt Smith,Athlete,1st Place,27.0,3,2.0,0.2477064220183486,11,False,0.24770642201834867,0.24770642201834867,percent,5.551115123125783e-17
3,8,Joey Lawrence,Actor/Actress,3rd Place,27.0,3,2.0,0.2477064220183486,11,False,0.24770642201834867,0.24770642201834867,percent,5.551115123125783e-17
3,8,Mario Lopez,Actor/Actress,2nd Place,28.5,3,1.0,0.2614678899082568,11,False,0.26146788990825687,0.26146788990825687,percent,5.551115123125783e-17
3,8,Monique Coleman,Actor/Actress,Eliminated Week 8,26.5,3,4.0,0.2431192660550458,8,True,0.24311926605504586,0.24311926605504586,percent,5.551115123125783e-17
3,9,Emmitt Smith,Athlete,1st Place,29.5,3,1.0,0.3333333333333333,11,False,0.3333333333333333,0.3333333333333333,percent,0.0
3,9,Joey Lawrence,Actor/Actress,3rd Place,29.5,3,1.0,0.3333333333333333,11,False,0.3333333333333333,0.3333333333333333,percent,0.0
3,9,Mario Lopez,Actor/Actress,2nd Place,29.5,3,1.0,0.3333333333333333,11,False,0.3333333333333333,0.3333333333333333,percent,0.0
3,10,Emmitt Smith,Athlete,1st Place,29.666600000000003,3,1.0,0.5,11,False,0.5,0.5,percent,0.0
3,10,Mario Lopez,Actor/Actress,2nd Place,29.666600000000003,3,1.0,0.5,11,False,0.5,0.5,percent,0.0
4,1,Apolo Anton Ohno,Athlete,1st Place,21.0,3,3.0,0.1019417475728155,11,False,0.10194174757281553,0.10194174757281553,percent,2.7755575615628914e-17
4,1,Billy Ray Cyrus,Singer/Rapper,Eliminated Week 8,13.0,3,11.0,0.0631067961165048,8,False,0.06310679611650483,0.06310679611650483,percent,2.7755575615628914e-17
4,1,Clyde Drexler,Athlete,Eliminated Week 5,16.0,3,9.0,0.0776699029126213,5,False,0.07766990291262132,0.07766990291262132,percent,2.7755575615628914e-17
4,1,Heather Mills,Model,Eliminated Week 6,18.0,3,7.0,0.087378640776699,6,False,0.08737864077669903,0.08737864077669903,percent,2.7755575615628914e-17
4,1,Ian Ziering,Actor/Actress,Eliminated Week 9,21.0,3,3.0,0.1019417475728155,9,False,0.10194174757281553,0.10194174757281553,percent,2.7755575615628914e-17
4,1,Joey Fatone,Singer/Rapper,2nd Place,24.0,3,1.0,0.116504854368932,11,False,0.11650485436893204,0.11650485436893204,percent,4.163336342344337e-17
4,1,John Ratzenberger,Actor/Actress,Eliminated Week 7,17.0,3,8.0,0.0825242718446602,7,False,0.08252427184466023,0.08252427184466023,percent,2.7755575615628914e-17
4,1,Laila Ali,Athlete,3rd Place,23.0,3,2.0,0.1116504854368932,11,False,0.11165048543689324,0.11165048543689324,percent,4.163336342344337e-17
4,1,Leeza Gibbons,TV Personality,Eliminated Week 4,15.0,3,10.0,0.0728155339805825,4,False,0.07281553398058253,0.07281553398058253,percent,2.7755575615628914e-17
4,1,Paulina Porizkova,Model,Eliminated Week 2,19.0,3,5.0,0.0922330097087378,2,False,0.09223300970873782,0.09223300970873782,percent,2.7755575615628914e-17
4,1,Shandi Finnessey,Beauty Pagent,Eliminated Week 3,19.0,3,5.0,0.0922330097087378,3,False,0.09223300970873782,0.09223300970873782,percent,2.7755575615628914e-17
4,2,Apolo Anton Ohno,Athlete,1st Place,26.0,3,2.0,0.1061224489795918,11,False,0.10631961725479576,0.10631961725479576,percent,0.0001971682752039544
4,2,Billy Ray Cyrus,Singer/Rapper,Eliminated Week 8,21.0,3,6.0,0.0857142857142857,8,False,0.08588437703872182,0.08588437703872182,percent,0.00017009132443611408
4,2,Clyde Drexler,Athlete,Eliminated Week 5,18.0,3,11.0,0.073469387755102,5,False,0.08489901790399339,0.08489901790399339,percent,0.011429630148891382
4,2,Heather Mills,Model,Eliminated Week 6,24.0,3,3.0,0.0979591836734693,6,False,0.0981509370685144,0.0981509370685144,percent,0.0001917533950450967
4,2,Ian Ziering,Actor/Actress,Eliminated Week 9,22.0,3,5.0,0.0897959183673469,9,False,0.08998298089617494,0.08998298089617494,percent,0.00018706252882803864
4,2,Joey Fatone,Singer/Rapper,2nd Place,24.0,3,3.0,0.0979591836734693,11,False,0.09815093706851442,0.09815093706851442,percent,0.00019175339504512445
4,2,John Ratzenberger,Actor/Actress,Eliminated Week 7,21.0,3,6.0,0.0857142857142857,7,False,0.0858843750926979,0.0858843750926979,percent,0.00017008937841220262
4,2,Laila Ali,Athlete,3rd Place,27.0,3,1.0,0.110204081632653,11,False,0.11041120083440811,0.11041120083440811,percent,0.00020711920175511822
4,2,Leeza Gibbons,TV Personality,Eliminated Week 4,21.0,3,6.0,0.0857142857142857,4,False,0.08588437425911333,0.08588437425911333,percent,0.00017008854482762625
4,2,Paulina Porizkova,Model,Eliminated Week 2,21.0,3,6.0,0.0857142857142857,2,True,0.07265411994480969,0.07265411994480969,percent,-0.01306016576947601
4,2,Shandi Finnessey,Beauty Pagent,Eliminated Week 3,20.0,3,10.0,0.0816326530612244,3,False,0.08177806263825622,0.08177806263825622,percent,0.00014540957703182422
4,3,Apolo Anton Ohno,Athlete,1st Place,23.0,3,5.0,0.1055045871559633,11,False,0.10623426737191702,0.10623426737191702,percent,0.0007296802159537236
4,3,Billy Ray Cyrus,Singer/Rapper,Eliminated Week 8,21.0,3,6.0,0.0963302752293578,8,False,0.09686980505644137,0.09686980505644137,percent,0.0005395298270835652
4,3,Clyde Drexler,Athlete,Eliminated Week 5,16.0,3,10.0,0.073394495412844,5,False,0.09373815542491865,0.09373815542491865,percent,0.020343660012074646
4,3,Heather Mills,Model,Eliminated Week 6,24.0,3,1.0,0.110091743119266,6,False,0.11080340296566883,0.11080340296566883,percent,0.0007116598464028262
4,3,Ian Ziering,Actor/Actress,Eliminated Week 9,24.0,3,1.0,0.110091743119266,9,False,0.11080340291888713,0.11080340291888713,percent,0.0007116597996211227
4,3,Joey Fatone,Singer/Rapper,2nd Place,24.0,3,1.0,0.110091743119266,11,False,0.11080340291888709,0.11080340291888709,percent,0.0007116597996210811
4,3,John Ratzenberger,Actor/Actress,Eliminated Week 7,20.0,3,9.0,0.091743119266055,7,False,0.09227197954694578,0.09227197954694578,percent,0.0005288602808907888
4,3,Laila Ali,Athlete,3rd Place,21.0,3,6.0,0.0963302752293578,11,False,0.09686980515815437,0.09686980515815437,percent,0.0005395299287965644
4,3,Leeza Gibbons,TV Personality,Eliminated Week 4,24.0,3,1.0,0.110091743119266,4,False,0.11080340302977494,0.11080340302977494,percent,0.0007116599105089355
4,3,Shandi Finnessey,Beauty Pagent,Eliminated Week 3,21.0,3,6.0,0.0963302752293578,3,True,0.07080237560840484,0.07080237560840484,percent,-0.025527899620952962
4,4,Apolo Anton Ohno,Athlete,1st Place,26.0,3,2.0,0.1368421052631579,11,False,0.13692452007387715,0.13692452007387715,percent,8.241481071924461e-05
4,4,Billy Ray Cyrus,Singer/Rapper,Eliminated Week 8,21.0,3,5.0,0.1105263157894736,8,False,0.11053495839825601,0.11053495839825601,percent,8.642608782416517e-06
